item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path
Air Jordan 5 Retro Low Doernbecher Michael 2022,Jordan,200,2022-04-30,220,375,750,201,0.123124,1149,0.055,325,211,feetflix/Jordan 5 Retro Low Doernbecher Michael 2022.jpg
adidas ZX 8000 LEGO,adidas,130,2020-09-25,107,99,315,84,0.114135,849,-0.108,169,116,feetflix/adidas ZX 8000 LEGO.jpg
Air Jordan 4 Retro Military Black (TD),Jordan,70,2022-05-21,69,60,140,51,0.085547,554,0.214,80,85,feetflix/Jordan 4 Retro Military Black (TD).jpg
Nike Air Force 1 Low '07 Medium Blue,Nike,100,2022-03-29,95,92,168,78,0.104613,310,0.0,111,100,feetflix/Nike Air Force 1 Low '07 Medium Blue.jpg
OFF-WHITE Odsy-1000 Black Grey Fucshia,OFF-WHITE,0,2022-08-01,310,850,851,267,0.043738,118,0.198,484,342,feetflix/OFF-WHITE Odsy-1000 Black Grey Fucshia.jpg
Air Jordan 2 Retro Maison Chateau Rouge,Jordan,200,2022-06-24,464,310,857,270,0.159732,26,1.61,401,522,feetflix/Jordan 2 Retro Maison Chateau Rouge.jpg
Air Jordan 4 Retro Shimmer (W),Jordan,190,2021-09-03,285,500,820,182,0.12332,21607,1.026,297,385,feetflix/Jordan 4 Retro Shimmer (W).jpg
Nike LD Waffle SF sacai Fragment Blue Void,Nike,170,2021-08-27,245,284,700,140,0.12072,17628,0.735,327,295,feetflix/Nike LD Waffle SF sacai Fragment Blue Void.jpg
Nike Dunk Low Green Glow (W),Nike,100,2021-04-16,183,357,598,137,0.164447,12724,1.35,231,235,feetflix/Nike Dunk Low Green Glow (W).jpg
Air Jordan 1 Low Pollen,Jordan,100,2021-08-21,144,165,279,90,0.185077,7729,0.45,139,145,feetflix/Jordan 1 Low Pollen.jpg
Converse Run Star Hike Hi Black White Gum,Converse,100,2019-12-28,66,80,201,25,0.196132,6825,-0.29,92,71,feetflix/Converse Run Star Hike Hi Black White Gum.jpg
Air Jordan 1 Retro High NC to Chi Leather (W),Jordan,170,2020-02-13,134,289,409,110,0.298304,5013,-0.212,223,134,feetflix/Jordan 1 Retro High NC to Chi Leather (W).jpg
Air Jordan 1 Mid Paint Drip GS,Jordan,90,2021-03-01,126,130,269,96,0.086029,4638,0.967,136,177,feetflix/Jordan 1 Mid Paint Drip GS.jpg
adidas Yeezy Boost 350 V2 Ash Stone,adidas,220,2021-02-27,245,290,702,205,0.142543,3986,0.214,300,267,feetflix/adidas Yeezy Boost 350 V2 Ash Stone.jpg
Air Jordan 4 Retro Bred (2019),Jordan,200,2019-05-04,453,560,1077,275,0.098155,3869,1.965,554,593,feetflix/Jordan 4 Retro Bred (2019).jpg
Air Jordan 1 Low Hemp White,Jordan,90,2021-09-27,166,255,477,100,0.126365,3504,0.989,212,179,feetflix/Jordan 1 Low Hemp White.jpg
Nike P-6000 Triple White,Nike,100,2019-06-17,93,134,265,44,0.105195,3439,0.37,103,137,feetflix/Nike P-6000 Triple White.jpg
Air Jordan 1 Mid SE White Pine Green Smoke Grey GS,Jordan,100,2022-04-13,105,118,306,102,0.156707,3283,0.25,149,125,feetflix/Jordan 1 Mid SE White Pine Green Smoke Grey GS.jpg
New Balance 550 White Blue,New Balance,110,2020-12-01,120,175,450,103,0.240898,2547,0.155,164,127,feetflix/New Balance 550 White Blue.jpg
Nike Air Max Pre-Day Hasta Anthracite,Nike,140,2021-09-09,68,179,278,31,0.13816,1693,-0.35,116,91,feetflix/Nike Air Max Pre-Day Hasta Anthracite.jpg
Nike Dunk Low Disrupt 2 Pale Ivory (W),Nike,110,2022-03-30,101,120,222,80,0.136608,1652,-0.018,135,108,feetflix/Nike Dunk Low Disrupt 2 Pale Ivory (W).jpg
Air Jordan 7 Retro SE Sapphire,Jordan,210,2022-04-16,150,221,392,100,0.107171,1561,-0.21,203,166,feetflix/Jordan 7 Retro SE Sapphire.jpg
Nike Dunk Low White Paisley (W),Nike,100,2022-05-01,84,180,298,75,0.156088,1317,0.16,126,116,feetflix/Nike Dunk Low White Paisley (W).jpg
Air Jordan 1 Mid Green Python (W),Jordan,135,2022-05-03,108,140,250,99,0.122451,1210,0.119,163,151,feetflix/Jordan 1 Mid Green Python (W).jpg
Nike React Vision White Light Smoke Grey,Nike,140,2020-06-12,88,141,211,35,0.148441,1160,-0.221,102,109,feetflix/Nike React Vision White Light Smoke Grey.jpg
Nike M2K Tekno White Pure Platinum,Nike,100,2018-08-01,60,104,206,41,0.149823,1139,-0.21,97,79,feetflix/Nike M2K Tekno White Pure Platinum.jpg
New Balance 2002R Marblehead Light Aluminum,New Balance,140,2020-09-01,115,130,291,80,0.141559,658,0.029,162,144,feetflix/New Balance 2002R Marblehead Light Aluminum.jpg
Nike Killshot 2 Leather J Crew,Nike,90,2019-05-20,65,79,275,25,0.136216,627,0.044,98,94,feetflix/Nike Killshot 2 Leather J Crew.jpg
New Balance 550 White Vibrant Orange,New Balance,120,2022-06-01,124,175,319,110,0.144452,360,0.133,157,136,feetflix/New Balance 550 White Vibrant Orange.jpg
Nike Air Max Plus Black University Blue,Nike,185,2022-05-01,183,205,371,132,0.16358,286,0.027,225,190,feetflix/Nike Air Max Plus Black University Blue.jpg
Nike Air Griffey Max 1 USA 2022,Nike,170,2022-05-01,142,310,284,80,0.264193,116,-0.165,172,142,feetflix/Nike Air Griffey Max 1 USA 2022.jpg
New Balance 991 Aime Leon Dore MiUK Tan,New Balance,275,2022-05-30,305,427,701,305,0.180787,63,0.309,407,360,feetflix/New Balance 991 Aime Leon Dore MiUK Tan.jpg
Air Jordan 6 Retro Bordeaux,Jordan,190,2021-09-04,199,220,450,150,0.098281,18467,0.2,228,228,feetflix/Jordan 6 Retro Bordeaux.jpg
Nike Dunk Low SP Undefeated 5 On It Black,Nike,120,2021-09-08,132,262,475,75,0.183162,12627,0.608,194,193,feetflix/Nike Dunk Low SP Undefeated 5 On It Black.jpg
Nike Dunk Low Undefeated 5 On It Dunk vs. AF1,Nike,120,2021-08-06,114,200,4000,85,0.123451,12224,0.517,190,182,feetflix/Nike Dunk Low Undefeated 5 On It Dunk vs. AF1.jpg
Air Jordan 1 Mid Kentucky Blue (W),Jordan,120,2021-09-01,144,165,300,90,0.068207,9522,0.417,155,170,feetflix/Jordan 1 Mid Kentucky Blue (W).jpg
Nike Kwondo 1 G-Dragon Peaceminusone Triple White,Nike,180,2022-02-25,126,231,1054,83,0.181019,7108,0.072,264,193,feetflix/Nike Kwondo 1 G-Dragon Peaceminusone Triple White.jpg
Air Jordan 5 Retro OFF-WHITE Sail,Jordan,225,2020-10-29,406,690,1065,262,0.099514,5290,1.444,612,550,feetflix/Jordan 5 Retro OFF-WHITE Sail.jpg
Nike Air Force 1 Low LE Triple White GS,Nike,75,2021-04-14,73,69,120,25,0.144863,5287,-0.027,75,73,feetflix/Nike Air Force 1 Low LE Triple White GS.jpg
Air Jordan 1 Retro High Fearless UNC Chicago,Jordan,160,2019-11-02,310,528,829,252,0.165901,4184,1.031,398,325,feetflix/Jordan 1 Retro High Fearless UNC Chicago.jpg
Nike Air Force 1 Low '07 LV8 Athletic Club Marina Blue,Nike,110,2021-12-18,118,122,224,68,0.066225,3130,0.391,141,153,feetflix/Nike Air Force 1 Low '07 LV8 Athletic Club Marina Blue.jpg
Nike Air Max 270 White Black,Nike,160,2018-03-20,120,160,265,60,0.070527,2592,-0.281,134,115,feetflix/Nike Air Max 270 White Black.jpg
adidas Yeezy Boost 350 V2 Cloud White (Non-Reflective),adidas,220,2019-09-21,317,370,750,200,0.12987,2585,0.636,404,360,feetflix/adidas Yeezy Boost 350 V2 Cloud White (Non-Reflective).jpg
Air Jordan 1 Mid Edge Glow GS,Jordan,100,2020-07-04,99,146,229,90,0.243378,2203,0.06,129,106,feetflix/Jordan 1 Mid Edge Glow GS.jpg
Nike Dunk Low White Pink GS,Nike,85,2022-01-15,79,76,185,57,0.046264,1667,0.035,105,88,feetflix/Nike Dunk Low White Pink GS.jpg
adidas Campus 80s South Park Towelie,adidas,100,2021-04-20,168,310,720,115,0.123091,1319,1.62,293,262,feetflix/adidas Campus 80s South Park Towelie.jpg
Nike Go FlyEase White Sail,Nike,120,2022-05-02,92,155,417,44,0.111237,697,0.033,139,124,feetflix/Nike Go FlyEase White Sail.jpg
Crocs Classic Clog Karol G,Crocs,70,2022-02-18,77,210,504,60,0.267512,459,2.429,164,240,feetflix/Crocs Classic Clog Karol G.jpg
Nike Air Force 1 Low Luxe Burnt Sunrise,Nike,140,2022-04-27,148,205,425,120,0.2917,308,-0.143,209,120,feetflix/Nike Air Force 1 Low Luxe Burnt Sunrise.jpg
adidas Yeezy Foam RNNR Sulfur (Infants),adidas,45,2022-04-16,105,100,195,73,0.093549,303,1.667,114,120,feetflix/adidas Yeezy Foam RNNR Sulfur (Infants).jpg
The North Face Trekking Sandal Supreme Black,The North Face,88,2022-06-09,105,200,150,99,0.059908,70,0.239,118,109,feetflix/The North Face Trekking Sandal Supreme Black.jpg
Air Jordan 1 Mid Hyper Royal Tumbled Leather,Jordan,115,2020-12-30,144,172,371,100,0.12615,13113,0.304,158,150,feetflix/Jordan 1 Mid Hyper Royal Tumbled Leather.jpg
Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze,Nike,170,2021-09-14,145,212,817,126,0.187196,12567,0.271,215,216,feetflix/Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze.jpg
Air Jordan 1 Mid Signal Blue,Jordan,115,2021-01-15,164,190,322,45,0.130843,8407,1.096,174,241,feetflix/Jordan 1 Mid Signal Blue.jpg
Air Jordan 1 Low Reverse Bred,Jordan,90,2020-09-29,120,170,251,76,0.137203,7698,0.789,134,161,feetflix/Jordan 1 Low Reverse Bred.jpg
Nike SB Dunk Low Pro FTC Lagoon Pulse (Regular Box),Nike,110,2021-07-21,250,340,1030,186,0.089907,5838,1.309,355,254,feetflix/Nike SB Dunk Low Pro FTC Lagoon Pulse (Regular Box).jpg
Nike SB Dunk Low Pro FTC Lagoon Pulse (Regular Box),Nike,110,2021-07-21,250,340,1030,186,0.089907,5838,1.309,355,254,feetflix/Nike SB Dunk Low Pro FTC Lagoon Pulse (Regular Box).jpg
adidas Yeezy Boost 700 Faded Azure,adidas,240,2021-11-27,242,300,540,160,0.072654,5643,0.196,278,287,feetflix/adidas Yeezy Boost 700 Faded Azure.jpg
Air Jordan 1 Mid SE Turf Orange,Jordan,110,2021-03-17,117,159,309,40,0.348738,4180,0.064,139,117,feetflix/Jordan 1 Mid SE Turf Orange.jpg
Air Jordan 1 Low OG Starfish GS,Jordan,100,2021-08-26,159,170,259,115,0.063209,3764,0.62,154,162,feetflix/Jordan 1 Low OG Starfish GS.jpg
adidas Ultra Boost 5.0 DNA Oreo,adidas,180,2021-02-18,87,150,214,40,0.30909,3045,-0.506,101,89,feetflix/adidas Ultra Boost 5.0 DNA Oreo.jpg
Nike Air Max 1 Premium Wabi-Sabi (W),Nike,150,2022-03-26,175,735,1331,141,0.136547,2267,0.673,251,251,feetflix/Nike Air Max 1 Premium Wabi-Sabi (W).jpg
New Balance 550 Sea Salt Varsity Gold,New Balance,120,2021-05-07,140,172,436,72,0.105024,2161,0.417,196,170,feetflix/New Balance 550 Sea Salt Varsity Gold.jpg
Nike Air Force 1 Low '07 Essential White Black Paisley (W),Nike,100,2021-12-29,105,112,320,70,0.14848,1791,0.32,130,132,feetflix/Nike Air Force 1 Low '07 Essential White Black Paisley (W).jpg
Nike Blazer Mid 77 White Team Red,Nike,100,2022-05-01,81,95,229,37,0.216124,1638,-0.14,106,86,feetflix/Nike Blazer Mid 77 White Team Red.jpg
Nike Zoom Freak 3 NRG Uno Face It,Nike,125,2022-03-10,121,162,500,60,0.073837,1499,0.136,159,142,feetflix/Nike Zoom Freak 3 NRG Uno Face It.jpg
Air Jordan 1 Retro High OG SP Utility Stash,Jordan,175,2022-05-03,117,220,500,127,0.087089,1271,0.029,221,180,feetflix/Jordan 1 Retro High OG SP Utility Stash.jpg
Nike SB Dunk High Pro KCDC,Nike,120,2022-04-29,145,250,475,101,0.12758,1224,0.25,189,150,feetflix/Nike SB Dunk High Pro KCDC.jpg
New Balance 2002R Nightwatch Green,New Balance,130,2022-01-25,162,157,345,131,0.12564,1169,0.208,199,157,feetflix/New Balance 2002R Nightwatch Green.jpg
Converse Chuck Taylor All-Star Lift Hi Things To Grow Egret,Converse,80,2022-02-04,89,90,177,70,0.092683,1093,0.375,114,110,feetflix/Converse Chuck Taylor All-Star Lift Hi Things To Grow Egret.jpg
Nike Air Force 1 Low '07 White Black 2022,Nike,100,2022-02-01,113,110,252,90,0.208648,809,0.4,141,140,feetflix/Nike Air Force 1 Low '07 White Black 2022.jpg
Nike Air Max 90 Terrascape Fuel Orange,Nike,150,2022-03-14,80,155,245,80,0.351673,635,-0.413,128,88,feetflix/Nike Air Max 90 Terrascape Fuel Orange.jpg
Nike PG 6 Black Mint,Nike,110,2022-02-19,91,130,209,78,0.141645,499,-0.109,116,98,feetflix/Nike PG 6 Black Mint.jpg
Nike Dunk Low On the Bright Side (W),Nike,100,2022-02-03,129,165,246,110,0.127533,399,0.65,170,165,feetflix/Nike Dunk Low On the Bright Side (W).jpg
adidas Samba Vegan White Gum,adidas,90,2021-06-16,83,118,191,41,0.167852,239,0.544,112,139,feetflix/adidas Samba Vegan White Gum.jpg
Nike Dunk Low Graffiti Navy,Nike,110,2022-05-01,100,135,258,92,0.108927,222,0.482,124,163,feetflix/Nike Dunk Low Graffiti Navy.jpg
adidas Yeezy Slide Glow Green 2022 (Infants),adidas,50,2022-05-31,50,50,83,38,0.068145,137,0.08,50,54,feetflix/adidas Yeezy Slide Glow Green 2022 (Infants).jpg
Air Jordan 1 Retro High Electro Orange,Jordan,170,2021-07-17,189,191,1000,0,0.150865,26120,-0.012,218,168,feetflix/Jordan 1 Retro High Electro Orange.jpg
Air Jordan 13 Retro Obsidian Powder Blue White,Jordan,190,2021-09-18,199,201,450,40,0.113483,11244,-0.047,203,181,feetflix/Jordan 13 Retro Obsidian Powder Blue White.jpg
Nike Dunk Low Pink Velvet GS,Nike,95,2021-11-24,210,220,381,115,0.052909,10377,1.253,188,214,feetflix/Nike Dunk Low Pink Velvet GS.jpg
adidas Yeezy Boost 700 Enflame Amber,adidas,240,2021-06-11,270,325,500,190,0.112254,7546,0.333,313,320,feetflix/adidas Yeezy Boost 700 Enflame Amber.jpg
Nike Blazer Mid 77 Indigo (W),Nike,110,2021-06-15,68,147,616,50,0.494329,7268,-0.2,120,88,feetflix/Nike Blazer Mid 77 Indigo (W).jpg
Nike Dunk Low Siempre Familia,Nike,120,2022-02-17,134,236,500,123,0.174508,7049,0.258,195,151,feetflix/Nike Dunk Low Siempre Familia.jpg
Air Jordan 1 Mid SE Brushstroke,Jordan,130,2021-08-17,138,207,301,94,0.119913,6523,0.108,156,144,feetflix/Jordan 1 Mid SE Brushstroke.jpg
Nike Blazer Low sacai KAWS Neptune Blue,Nike,140,2021-11-27,115,150,2000,70,0.083867,5651,0.007,191,141,feetflix/Nike Blazer Low sacai KAWS Neptune Blue.jpg
Air Jordan 1 Mid Syracuse (W),Jordan,120,2021-08-26,128,152,242,82,0.114046,4272,0.117,142,134,feetflix/Jordan 1 Mid Syracuse (W).jpg
Nike Dunk Low Essential Paisley Pack Worn Blue (W),Nike,120,2022-01-01,184,305,532,164,0.11206,3822,1.467,242,296,feetflix/Nike Dunk Low Essential Paisley Pack Worn Blue (W).jpg
Nike Dunk Low NH Winter Solstice (W),Nike,100,2021-12-16,162,284,515,144,0.157336,3290,1.59,199,259,feetflix/Nike Dunk Low NH Winter Solstice (W).jpg
Nike Air Force 1 Low Shadow Cashmere (W),Nike,110,2021-07-27,106,120,371,39,0.21732,2932,0.109,119,122,feetflix/Nike Air Force 1 Low Shadow Cashmere (W).jpg
Nike LeBron 9 Big Bang 2022,Nike,240,2022-02-18,130,255,514,96,0.19769,2503,-0.275,272,174,feetflix/Nike LeBron 9 Big Bang 2022.jpg
Nike Air Max 90 Metallic Gold (2020) (W),Nike,180,2020-03-26,69,105,303,40,0.126213,2077,-0.361,97,115,feetflix/Nike Air Max 90 Metallic Gold (2020) (W).jpg
adidas Yeezy Boost 350 V2 Lundmark (Non Reflective),adidas,220,2019-07-13,264,317,755,170,0.12113,1749,0.305,362,287,feetflix/adidas Yeezy Boost 350 V2 Lundmark (Non Reflective).jpg
Nike PG 5 Mismatched Multi-Color,Nike,110,2022-02-15,121,163,316,76,0.122675,1194,0.573,172,173,feetflix/Nike PG 5 Mismatched Multi-Color.jpg
Nike Dunk High Vintage Black (W),Nike,125,2022-04-07,120,176,549,85,0.224821,1119,-0.016,186,123,feetflix/Nike Dunk High Vintage Black (W).jpg
Nike Air Force 1 Low '07 Essential White Green Paisley (W),Nike,100,2022-03-10,83,131,280,73,0.396027,1103,-0.1,122,90,feetflix/Nike Air Force 1 Low '07 Essential White Green Paisley (W).jpg
adidas Yeezy Foam RNNR Stone Sage (Infants),adidas,40,2022-03-11,91,100,170,70,0.124213,1064,1.5,112,100,feetflix/adidas Yeezy Foam RNNR Stone Sage (Infants).jpg
Nike Air Max 2017 Pure Platinum,Nike,190,2022-05-01,89,140,267,40,0.114443,567,-0.5,137,95,feetflix/Nike Air Max 2017 Pure Platinum.jpg
Nike Air Griffey Max 1 Aqua,Nike,170,2022-06-02,125,195,270,100,0.158535,514,0.129,173,192,feetflix/Nike Air Griffey Max 1 Aqua.jpg
Nike Dunk Low Pink GS,Nike,85,2017-07-01,79,101,173,57,0.209165,509,0.224,99,104,feetflix/Nike Dunk Low Pink GS.jpg
Air Jordan 36 Rui Hachimura Black Samurai,Jordan,195,2022-05-23,194,300,434,147,0.046299,406,0.026,231,200,feetflix/Jordan 36 Rui Hachimura Black Samurai.jpg
Nike Dunk Low Velvet Brown Black,Nike,100,2022-05-01,110,149,230,101,0.108781,401,0.31,133,131,feetflix/Nike Dunk Low Velvet Brown Black.jpg
adidas Yeezy Slide Earth Brown,adidas,55,2020-04-16,171,215,624,115,0.125509,317,4.327,314,293,feetflix/adidas Yeezy Slide Earth Brown.jpg
Air Jordan 1 Low Cardinal Red GS,Jordan,100,2022-01-22,108,112,278,104,0.059813,262,0.42,140,142,feetflix/Jordan 1 Low Cardinal Red GS.jpg
Nike Air Force 1 Low Shadow Sail Fossil Light Bone,Nike,120,2022-05-01,108,135,210,49,0.0876,242,-0.1,130,108,feetflix/Nike Air Force 1 Low Shadow Sail Fossil Light Bone.jpg
Nike Air Zoom G.T. Cut Ghost,Nike,175,2022-05-01,293,375,550,242,0.084569,124,1.0,333,350,feetflix/Nike Air Zoom G.T. Cut Ghost.jpg
Nike Dunk Low Championship Red 2021,Nike,100,2021-09-28,190,230,325,126,0.064782,31323,0.96,182,196,feetflix/Nike Dunk Low Championship Red 2021.jpg
Nike Dunk Low Next Nature Sail (W),Nike,100,2021-11-03,154,180,346,98,0.095114,8861,0.51,156,151,feetflix/Nike Dunk Low Next Nature Sail (W).jpg
Air Jordan 3 Retro Cool Grey 2021,Jordan,190,2021-02-20,220,255,394,0,0.10515,7966,0.237,232,235,feetflix/Jordan 3 Retro Cool Grey 2021.jpg
Air Jordan 1 Retro High OG Dark Marina Blue GS,Jordan,130,2022-02-16,105,115,314,55,0.092778,6387,-0.131,152,113,feetflix/Jordan 1 Retro High OG Dark Marina Blue GS.jpg
Air Jordan 1 Retro High Pine Green Black,Jordan,170,2020-02-29,199,330,489,165,0.121359,5828,0.765,307,300,feetflix/Jordan 1 Retro High Pine Green Black.jpg
Air Jordan 1 Mid Chicago Toe,Jordan,115,2020-04-01,231,300,595,101,0.0864,5755,1.774,257,319,feetflix/Jordan 1 Mid Chicago Toe.jpg
Air Jordan 1 Mid Metallic Orange,Jordan,115,2021-08-11,100,125,249,60,0.067271,5623,0.096,134,126,feetflix/Jordan 1 Mid Metallic Orange.jpg
Air Jordan 1 Retro High COJP Midnight Navy (2020),Jordan,170,2020-11-14,158,462,601,116,0.157417,5622,0.976,311,336,feetflix/Jordan 1 Retro High COJP Midnight Navy (2020).jpg
Nike Dunk High AMBUSH Deep Royal,Nike,180,2021-05-18,250,311,522,200,0.094511,5193,0.722,351,310,feetflix/Nike Dunk High AMBUSH Deep Royal.jpg
adidas Yeezy 450 Resin,adidas,200,2021-12-17,173,226,539,140,0.131644,5131,0.15,217,230,feetflix/adidas Yeezy 450 Resin.jpg
Converse Chuck Taylor All-Star Lift Hi White Red (W),Converse,100,2022-02-21,100,117,280,65,0.137838,4841,0.0,116,100,feetflix/Converse Chuck Taylor All-Star Lift Hi White Red (W).jpg
Nike Dunk Low Coast (W),Nike,100,2021-02-18,294,359,588,210,0.166976,4628,1.49,328,249,feetflix/Nike Dunk Low Coast (W).jpg
Air Jordan 5 Retro Fire Red Silver Tongue (2020),Jordan,200,2020-05-02,221,245,465,0,0.09359,4370,0.35,252,270,feetflix/Jordan 5 Retro Fire Red Silver Tongue (2020).jpg
Air Jordan 5 Retro Top 3,Jordan,200,2020-06-20,201,253,397,136,0.158794,3191,0.15,259,230,feetflix/Jordan 5 Retro Top 3.jpg
adidas Yeezy 500 Enflame,adidas,200,2021-05-08,208,250,572,125,0.132017,3174,0.42,272,284,feetflix/adidas Yeezy 500 Enflame.jpg
Nike Air Force 1 Low VD Valentine's Day 2022 (W),Nike,110,2022-02-14,95,120,1075,77,0.076819,3045,-0.018,161,108,feetflix/Nike Air Force 1 Low VD Valentine's Day 2022 (W).jpg
Nike Blazer Mid 77 Vintage Summit White Pink (W),Nike,100,2021-08-31,67,70,227,30,0.229837,2871,-0.39,104,61,feetflix/Nike Blazer Mid 77 Vintage Summit White Pink (W).jpg
Air Jordan 4 Retro Black Cat (2020),Jordan,190,2020-01-22,500,880,1500,256,0.100703,2505,3.474,764,850,feetflix/Jordan 4 Retro Black Cat (2020).jpg
Nike Air Force 1 Low Shadow Amethyst Ash (W),Nike,120,2021-12-21,104,125,229,30,0.081311,2429,0.417,138,170,feetflix/Nike Air Force 1 Low Shadow Amethyst Ash (W).jpg
Air Jordan 1 Mid SE Coconut Milk Particle Grey GS,Jordan,95,2022-02-24,109,105,235,70,0.061159,2274,0.253,138,119,feetflix/Jordan 1 Mid SE Coconut Milk Particle Grey GS.jpg
Air Jordan 11 Retro Space Jam (2016),Jordan,220,2016-12-10,380,440,666,271,0.12299,2242,1.223,459,489,feetflix/Jordan 11 Retro Space Jam (2016).jpg
Converse Chuck Taylor All-Star 70 Ox Comme des Garcons PLAY White,Converse,120,2019-07-09,125,170,374,70,0.162288,2171,0.067,150,128,feetflix/Converse Chuck Taylor All-Star 70 Ox Comme des Garcons PLAY White.jpg
Nike Blazer Mid LX White Pendants (W),Nike,110,2021-11-11,56,100,269,40,0.302989,2002,-0.455,111,60,feetflix/Nike Blazer Mid LX White Pendants (W).jpg
Nike Air Max 95 Triple Black (2020),Nike,170,2020-01-01,114,135,301,92,0.227597,1868,-0.412,170,100,feetflix/Nike Air Max 95 Triple Black (2020).jpg
Air Jordan 1 Mid Reverse Chicago (W),Jordan,110,2022-01-01,108,112,328,81,0.128942,1848,0.191,142,131,feetflix/Jordan 1 Mid Reverse Chicago (W).jpg
New Balance 2002R Atlas Lemon Haze,New Balance,145,2021-02-16,118,150,323,50,0.139791,1471,0.062,159,154,feetflix/New Balance 2002R Atlas Lemon Haze.jpg
Nike Air Max Goadome 865031 Black,Nike,170,2016-11-19,104,130,2093,85,0.11843,1350,-0.406,163,101,feetflix/Nike Air Max Goadome 865031 Black.jpg
New Balance 650R Aime Leon Dore White Green,New Balance,165,2021-07-30,200,270,699,176,0.091118,1028,0.545,260,255,feetflix/New Balance 650R Aime Leon Dore White Green.jpg
Nike Air Max 90 Slide Black White,Nike,75,2019-12-24,65,64,148,41,0.117709,967,0.04,84,78,feetflix/Nike Air Max 90 Slide Black White.jpg
Air Jordan 12 Golf Metallic Gold,Jordan,220,2022-04-08,179,275,525,171,0.085603,958,0.105,304,243,feetflix/Jordan 12 Golf Metallic Gold.jpg
Nike ACG Mountain Fly Low Gore-Tex SE Dark Smoke Grey,Nike,180,2022-04-22,159,205,408,130,0.167009,547,-0.056,229,170,feetflix/Nike ACG Mountain Fly Low Gore-Tex SE Dark Smoke Grey.jpg
adidas Ultra Boost 22 Black White,adidas,190,2022-02-01,90,90,208,62,0.091339,488,-0.526,101,90,feetflix/adidas Ultra Boost 22 Black White.jpg
Nike Air Force 1 Low 07 White (W),Nike,90,2022-05-01,81,91,175,65,0.127764,476,0.222,106,110,feetflix/Nike Air Force 1 Low 07 White (W).jpg
Air Jordan 1 Low Beaded Swoosh,Jordan,200,2022-05-01,157,180,308,122,0.100459,465,0.015,182,203,feetflix/Jordan 1 Low Beaded Swoosh.jpg
Air Jordan Zion 1 SP Naruto Kyuubi,Jordan,130,2022-05-11,117,145,356,90,0.107643,404,0.162,163,151,feetflix/Jordan Zion 1 SP Naruto Kyuubi.jpg
Air Jordan 6 Retro Washed Denim 2022 GS,Jordan,150,2022-05-15,88,92,217,70,0.156675,302,-0.393,137,91,feetflix/Jordan 6 Retro Washed Denim 2022 GS.jpg
Air Jordan 1 Low Cardinal Red GS,Jordan,100,2022-01-22,108,112,278,104,0.059813,262,0.42,140,142,feetflix/Jordan 1 Low Cardinal Red GS.jpg
adidas Terrex Free Hiker Gore-Tex Black Carbon,adidas,225,2021-06-18,98,130,210,91,0.110159,185,-0.56,134,99,feetflix/adidas Terrex Free Hiker Gore-Tex Black Carbon.jpg
Air Jordan 5 Retro Green Bean 2022 PS,Jordan,90,2022-05-28,67,80,154,66,0.204265,122,-0.267,98,66,feetflix/Jordan 5 Retro Green Bean 2022 PS.jpg
Nike Epic React Moc Flyknit White Hydrogen Blue,Nike,150,2019-05-02,94,90,309,32,0.013848,107,-0.28,119,108,feetflix/Nike Epic React Moc Flyknit White Hydrogen Blue.jpg
Nike Dunk Low Crazy Camo,Nike,110,2021-08-18,150,225,461,100,0.169973,20160,0.409,155,155,feetflix/Nike Dunk Low Crazy Camo.jpg
Nike Dunk High Championship Navy,Nike,110,2021-10-08,130,153,349,111,0.083311,16298,0.327,168,146,feetflix/Nike Dunk High Championship Navy.jpg
adidas Yeezy Boost 350 V2 Mono Clay,adidas,220,2021-06-18,198,270,546,152,0.165589,7700,-0.05,235,209,feetflix/adidas Yeezy Boost 350 V2 Mono Clay.jpg
Air Jordan 5 Retro Racer Blue GS,Jordan,150,2022-02-12,128,165,279,92,0.150627,7512,0.18,185,177,feetflix/Jordan 5 Retro Racer Blue GS.jpg
Air Jordan 11 Retro Animal Instinct (W),Jordan,225,2020-11-26,112,175,477,84,0.223713,7151,-0.444,214,125,feetflix/Jordan 11 Retro Animal Instinct (W).jpg
Nike Dunk High Moon Fossil (W),Nike,110,2021-12-28,116,126,275,95,0.042271,5896,0.136,151,125,feetflix/Nike Dunk High Moon Fossil (W).jpg
Air Jordan 1 Retro High OG University Blue PS,Jordan,80,2021-03-06,180,230,474,57,0.287285,4906,1.688,183,215,feetflix/Jordan 1 Retro High OG University Blue PS.jpg
New Balance 550 White Red,New Balance,110,2022-02-15,132,140,521,86,0.257215,4749,0.473,161,162,feetflix/New Balance 550 White Red.jpg
Air Jordan 1 Mid Triple White GS,Nike,90,2020-06-30,94,89,269,46,0.064811,4176,0.022,125,92,feetflix/Jordan 1 Mid Triple White GS.jpg
Nike Blazer Mid 77 Vintage Pine Green,Nike,100,2021-01-22,70,185,371,29,0.192128,3632,-0.08,101,92,feetflix/Nike Blazer Mid 77 Vintage Pine Green.jpg
